id,issuer,card_offer,segment,category,welcome_intro_offer,bonus_miles,cash_bonus,spend_requirement,spend_timeframe_days_tier_1,spend_requirement_timing,base_annual_fee_usd,additional_user_annual_fee_usd,additional_requirements_annual_fee,intro_apr,regular_apr,rewards_key_perks,source_url,source_basis,retrieved,notes,raw_json,created_at,updated_at,issuer_partner,spend_requirement_extra_reqs,bonus_miles_type,spend_timeframe_days_tier_2,cash_bonus_type
18,Synchrony,PayPal Cashback Mastercard,CONSUMER,DIGITAL_WALLET_CASH_BACK,No current public welcome bonus found on official PayPal/Synchrony sources checked.,,NA,NA,NA,,0,0,,None found on public official source.,"18.99%, 30.74%, or 33.74% variable APR, depending on account type and credit terms.",3% cash back when checking out with PayPal; 1.5% cash back on other purchases where Mastercard is accepted; rewards may be redeemed to PayPal balance.,https://www.paypal.com/us/digital-wallet/manage-money/paypal-cashback-mastercard,Official PayPal product page and Synchrony credit terms,2026-05-29T21:17:14-06:00,Official PayPal page contained current reward rates and no-annual-fee positioning; official Synchrony terms contained APR tiers. No public welcome bonus was found on checked official sources. In-app browser tool was unavailable in this thread; official sources were retrieved via web/direct-source fallback and no application flow was entered.,"{""browser_plugin_available"": false, ""institution_target"": ""PayPal"", ""sources"": [""https://www.paypal.com/us/digital-wallet/manage-money/paypal-cashback-mastercard"", ""https://www.synchronybankterms.com/gecrbterms/html/PayPalCashbackApplyTerms_combo.htm""], ""target_id"": 109}",2026-05-30 03:17:14,2026-05-30 15:47:45,PayPal,,,NA,NA
19,Synchrony,PayPal Credit,CONSUMER,RETAIL_FINANCING,No interest if paid in full in 6 months on purchases of $149 or more where PayPal is accepted; deferred-interest terms apply.,,NA,149,180,"Applies to eligible purchases of $149 or more where PayPal is accepted, subject to PayPal Credit terms.",0,0,,Deferred-interest promotional financing: no interest if paid in full in 6 months on eligible purchases of $149 or more; interest is charged from purchase date if not paid in full by promotional end date.,29.64% variable purchase APR.,Reusable PayPal line of credit for eligible PayPal purchases; special financing on qualifying purchases.,https://www.paypal.com/us/webapps/mpp/paypal-credit/bill-me-later,Official PayPal Credit page and Synchrony credit terms,2026-05-29T21:17:14-06:00,"Official PayPal Credit page contained current promotional financing language, including travel-purchase promotion copy; official Synchrony terms contained regular APR and fee terms. In-app browser tool was unavailable in this thread; official sources were retrieved via web/direct-source fallback and no application flow was entered.","{""browser_plugin_available"": false, ""institution_target"": ""PayPal"", ""sources"": [""https://www.paypal.com/us/webapps/mpp/paypal-credit/bill-me-later"", ""https://www.synchronybankterms.com/syfterms/html/PayPalCreditApplyTerms_combo.html""], ""target_id"": 109}",2026-05-30 03:17:14,2026-05-30 15:47:45,PayPal,eligible purchases for promotional financing,,NA,NA
23,Synchrony,Sam's Club Business Credit Card,BUSINESS,WAREHOUSE_CLUB_CREDIT,No current public welcome bonus found on official Synchrony/Sam's Club sources checked.,,NA,NA,NA,,0,0,Sam's Club membership required,None found on public official source.,Not found on public official source for the business card without entering an application flow.,Business private-label card for Sam's Club purchasing; Sam's Cash rewards are not described for the private-label business card on the checked official source.,https://www.synchrony.com/partner/sams-club,Official Synchrony Sam's Club business product page,2026-05-29T21:17:14-06:00,Official Synchrony partner page listed the Sam's Club Business Credit Card. Public APR terms for the business private-label card were not found without entering the application flow. No public welcome bonus was found on checked official sources. In-app browser tool was unavailable in this thread; official sources were retrieved via web/direct-source fallback and no application flow was entered.,"{""browser_plugin_available"": false, ""institution_target"": ""Sam's Club"", ""sources"": [""https://www.synchrony.com/partner/sams-club""], ""target_id"": 77}",2026-05-30 03:17:14,2026-05-30 15:47:45,Sam's Club,,,NA,NA
22,Synchrony,Sam's Club Business Mastercard,BUSINESS,WAREHOUSE_CLUB_REWARDS,No current public welcome bonus found on official Synchrony/Sam's Club sources checked.,,NA,NA,NA,,0,0,Sam's Club membership required,None found on public official source.,Not found on public official source for the business card without entering an application flow.,"Business Mastercard with Sam's Cash rewards described on the official Synchrony/Sam's Club page, including gas/EV, Sam's Club, dining, and everyday purchase categories; no foreign transaction fees.",https://www.synchrony.com/partner/sams-club,Official Synchrony Sam's Club business product page,2026-05-29T21:17:14-06:00,Official Synchrony partner page listed the Sam's Club Business Mastercard and public rewards positioning. Public APR terms for the business Mastercard were not found without entering the application flow. No public welcome bonus was found on checked official sources. In-app browser tool was unavailable in this thread; official sources were retrieved via web/direct-source fallback and no application flow was entered.,"{""browser_plugin_available"": false, ""institution_target"": ""Sam's Club"", ""sources"": [""https://www.synchrony.com/partner/sams-club""], ""target_id"": 77}",2026-05-30 03:17:14,2026-05-30 15:47:45,Sam's Club,,,NA,NA
21,Synchrony,Sam's Club Credit Card,CONSUMER,WAREHOUSE_CLUB_CREDIT,No current public welcome bonus found on official Synchrony/Sam's Club sources checked.,,NA,NA,NA,,0,0,Sam's Club membership required,None found on public official source.,28.15% variable purchase APR.,Private-label card for purchases at Sam's Club and Walmart; doubles as Sam's Club membership card; Sam's Cash rewards are not described for the private-label card on the checked official source.,https://www.synchrony.com/partner/sams-club,Official Synchrony Sam's Club product page and pricing/terms document,2026-05-29T21:17:14-06:00,Official Synchrony partner page listed the consumer Sam's Club Credit Card; official Synchrony terms showed the private-label APR. No public welcome bonus was found on checked official sources. In-app browser tool was unavailable in this thread; official sources were retrieved via web/direct-source fallback and no application flow was entered.,"{""browser_plugin_available"": false, ""institution_target"": ""Sam's Club"", ""sources"": [""https://www.synchrony.com/partner/sams-club"", ""https://apply.syf.com/cs/groups/public/documents/et_tcdoc/e057311.html""], ""target_id"": 77}",2026-05-30 03:17:14,2026-05-30 15:47:45,Sam's Club,,,NA,NA
20,Synchrony,Sam's Club Mastercard,CONSUMER,WAREHOUSE_CLUB_REWARDS,No current public welcome bonus found on official Synchrony/Sam's Club sources checked.,,NA,NA,NA,,0,0,Sam's Club membership required,None found on public official source.,20.15% or 28.15% variable purchase APR depending on application/account terms shown by official Synchrony sources.,"Earn Sam's Cash: 5% back on gas and EV charging on the first $6,000 per year then 1%; 3% back on Sam's Club purchases for Plus members, 1% for Club members; 3% on dining and takeout; 1% on other purchases; no foreign transaction fees.",https://www.synchrony.com/partner/sams-club,Official Synchrony Sam's Club product page and pricing/terms documents,2026-05-29T21:17:14-06:00,"Official Synchrony partner page listed the consumer Mastercard and rewards. Official Synchrony terms sources showed channel-dependent APR language, including 20.15% and/or 28.15% variable APR. No public welcome bonus was found on checked official sources. In-app browser tool was unavailable in this thread; official sources were retrieved via web/direct-source fallback and no application flow was entered.","{""browser_plugin_available"": false, ""institution_target"": ""Sam's Club"", ""sources"": [""https://www.synchrony.com/partner/sams-club"", ""https://apply.syf.com/cs/groups/public/documents/et_tcdoc/e044903.pdf"", ""https://apply.syf.com/cs/groups/public/documents/et_tcdoc/e057311.html""], ""target_id"": 77}",2026-05-30 03:17:14,2026-05-30 15:47:45,Sam's Club,,,NA,NA
47,Synchrony,Venmo Visa Signature Credit Card,CONSUMER,DIGITAL_WALLET_CASH_BACK,No current public welcome bonus found on official Venmo/Synchrony sources checked.,,NA,NA,NA,NA,0,0,,None found on public official source.,"18.74%, 27.74%, or 30.74% variable purchase APR based on account type, creditworthiness, and other factors; rates may vary with Prime Rate and will not exceed 35.99%.","Automatically earns 3% cash back on the top eligible spend category each statement period, 2% on the second top eligible spend category, and 1% on other eligible purchases; eligible 3%/2% categories include dining and nightlife, travel, bills and utilities, health and beauty, grocery, gas, transportation, and entertainment; no tracking categories, no monthly rewards limits on official product page; rewards can be transferred to Venmo balance and may be used for Venmo payments or optional cash-back-to-crypto features.",https://venmo.com/about/creditcard/,"Official Venmo product page, Synchrony rates/terms page, and Synchrony rewards terms",2026-05-29T21:36:21-06:00,Target-row Synchrony financing URL returned Page Not Found during live browser check. Official Venmo product page was live and linked to official Synchrony rates and rewards terms. No public welcome bonus was found on checked official sources. Browser runtime was used for live page checks; no application flow was entered.,"{""browser_verified"": true, ""evidence"": {""offer"": ""Venmo product page showed no annual fee and up to 3% cash back; no public welcome bonus found."", ""pricing"": ""Synchrony rates terms showed purchase APR of 18.74%, 27.74%, or 30.74% for account types 1-3, annual fee None, and rates accurate as of January 1, 2026."", ""rewards"": ""Synchrony rewards terms showed 3% on top spend category, 2% on second top spend category, and 1% on other eligible purchases.""}, ""institution_target"": ""Venmo"", ""source_limitations"": [""Synchrony target-row financing URL returned Page Not Found; Venmo product page linked to official Synchrony rates and rewards terms.""], ""sources"": [""https://venmo.com/about/creditcard/"", ""https://www.synchrony.com/financing/venmo"", ""https://www.synchronybankterms.com/syfterms/html/VenmoApplyTerms_combo.htm"", ""https://www.synchronycredit.com/syfterms/html/RewardsTerms.htm""], ""target_id"": 110}",2026-05-30 03:36:21,2026-05-30 15:47:45,Venmo,,,NA,NA
223,Synchrony Bank,CareCredit Credit Card,CONSUMER,HEALTH_WELLNESS_FINANCING,"Promotional financing options for purchases of $200+ at CareCredit network locations; no interest if paid in full within 6, 12, 18, or 24 months may be available depending on provider/purchase.",,NA,200,NA,"Promotional financing options for purchases of $200+; no interest if paid in full within 6, 12, 18, or 24 months may be available",0,0,,Deferred-interest promotional financing may be available; interest at 32.99% charged from purchase date if promotional purchase is not paid in full within promotional period,Purchase APR 32.99%; penalty APR 39.99%; minimum interest charge $2,"Health and wellness credit card accepted at 285,000+ CareCredit network locations; flexible financing for medical, dental, vision, veterinary, and related care categories.",https://www.carecredit.com/,Official product page with linked rates and fees page,2026-05-30T00:08:43-06:00,CareCredit is reached from Synchrony’s official hub and is issued by Synchrony Bank. No application or prequalification flow was used.,"{""target"": {""id"": 10, ""institution"": ""Synchrony"", ""institution_type"": ""Bank/Card Issuer"", ""role"": ""Private-label and co-brand issuer"", ""known_issuer_partner"": ""Synchrony Bank"", ""offer_research_url"": ""https://www.synchrony.com/financing"", ""alternate_issuer_url"": ""https://www.synchrony.com/marketplace""}, ""retrieved"": ""2026-05-30T00:08:43-06:00"", ""card_offer"": ""CareCredit Credit Card"", ""sources"": [{""url"": ""https://www.synchrony.com/financing"", ""basis"": ""Official Synchrony financing hub"", ""evidence"": ""Hub lists Synchrony financing options, Synchrony Mastercards, and Synchrony-branded network cards; it also links to CareCredit.""}, {""url"": ""https://www.carecredit.com/"", ""basis"": ""Official CareCredit product page"", ""evidence"": ""Page describes CareCredit as a health and wellness credit card with promotional financing for purchases of $200+ at 285,000+ network locations and no annual fee.""}, {""url"": ""https://apply.syf.com/cs/groups/public/documents/et_tcdoc/e073098.html?prevDom=www-carecredit-com"", ""basis"": ""Official rates and fees page"", ""evidence"": ""Rates table for CareCredit Rewards Mastercard and CareCredit Credit Card shows 32.99% purchase APR, 39.99% penalty APR, and promotional financing terms.""}, {""url"": ""https://www.carecredit.com/cardholderagreement/"", ""basis"": ""Official CareCredit cardholder agreement page"", ""evidence"": ""Page provides download options for new CareCredit card and new CareCredit Rewards Mastercard terms without requiring existing-account details.""}], ""evidence_summary"": ""CareCredit page shows health/wellness financing, $200+ promotional financing, no annual fee, and 285,000+ locations; linked rates page shows 32.99% purchase APR and promo terms."", ""limitations"": [""Promotional options vary by provider and qualifying purchase.""], ""skipped_scope"": ""Partner-branded Synchrony cards such as PayPal, Sam's Club, Amazon, Venmo, Verizon, TJX, Lowe's, Cathay, Virgin Red, eBay, and Walgreens were not inserted in this direct Synchrony batch because they already have existing rows or separate institution target rows."", ""browser_safety"": ""No login, application, prequalification, application form, or personal-information workflow was submitted."", ""discovered_links_not_used_as_source"": []}",2026-05-30 06:08:43,2026-05-30 15:47:45,CareCredit,qualifying purchase for promotional financing options,,NA,NA
224,Synchrony Bank,CareCredit Rewards Mastercard®,CONSUMER,HEALTH_WELLNESS_REWARDS,"Promotional financing on purchases of $200+ at 285,000+ CareCredit enrolled provider and select retail locations; no separate welcome bonus found.",,NA,200,NA,Promotional financing on purchases of $200+ at CareCredit enrolled provider and select retail locations,0,0,,Promotional financing may be available; terms vary by provider and qualifying purchase,Purchase APR 32.99%; penalty APR 39.99%; cash APR 32.99%; balance transfer APR 32.99%; minimum interest charge $2; foreign transaction fee 3%,"Earn 4x points on CareCredit provider-network purchases under $200 and on health/wellness and pet-store purchases; 3x at grocery stores and restaurants; 2x everywhere else Mastercard is accepted outside CareCredit network; rewards redeemable starting at 1,000 points.",https://www.carecredit.com/mastercard/,Official product page with linked rates and fees page,2026-05-30T00:08:43-06:00,The page says applicants are considered first for the Rewards Mastercard and then for the CareCredit credit card. No application or prequalification flow was used.,"{""target"": {""id"": 10, ""institution"": ""Synchrony"", ""institution_type"": ""Bank/Card Issuer"", ""role"": ""Private-label and co-brand issuer"", ""known_issuer_partner"": ""Synchrony Bank"", ""offer_research_url"": ""https://www.synchrony.com/financing"", ""alternate_issuer_url"": ""https://www.synchrony.com/marketplace""}, ""retrieved"": ""2026-05-30T00:08:43-06:00"", ""card_offer"": ""CareCredit Rewards Mastercard®"", ""sources"": [{""url"": ""https://www.synchrony.com/financing"", ""basis"": ""Official Synchrony financing hub"", ""evidence"": ""Hub lists Synchrony financing options, Synchrony Mastercards, and Synchrony-branded network cards; it also links to CareCredit.""}, {""url"": ""https://www.carecredit.com/mastercard/"", ""basis"": ""Official CareCredit Rewards Mastercard product page"", ""evidence"": ""Page describes CareCredit Rewards Mastercard rewards, promotional financing, no annual fee, Mastercard benefits, and APR footnote.""}, {""url"": ""https://apply.syf.com/cs/groups/public/documents/et_tcdoc/e073098.html?prevDom=www-carecredit-com"", ""basis"": ""Official rates and fees page"", ""evidence"": ""Rates table for CareCredit Rewards Mastercard and CareCredit Credit Card shows 32.99% purchase APR, 39.99% penalty APR, and promotional financing terms.""}, {""url"": ""https://www.carecredit.com/cardholderagreement/"", ""basis"": ""Official CareCredit cardholder agreement page"", ""evidence"": ""Page provides download options for new CareCredit card and new CareCredit Rewards Mastercard terms without requiring existing-account details.""}], ""evidence_summary"": ""CareCredit Mastercard page shows rewards tiers, no annual fee, $200+ promotional financing, Mastercard benefits, and APR footnotes; linked rates page shows 32.99% purchase APR."", ""limitations"": [""Reward points required for redemption are subject to change; rewards terms page was linked but visible browser text was unavailable in this session.""], ""skipped_scope"": ""Partner-branded Synchrony cards such as PayPal, Sam's Club, Amazon, Venmo, Verizon, TJX, Lowe's, Cathay, Virgin Red, eBay, and Walgreens were not inserted in this direct Synchrony batch because they already have existing rows or separate institution target rows."", ""browser_safety"": ""No login, application, prequalification, application form, or personal-information workflow was submitted."", ""discovered_links_not_used_as_source"": []}",2026-05-30 06:08:43,2026-05-30 15:47:45,CareCredit,qualifying CareCredit network purchase for promotional financing,,NA,NA
221,Synchrony Bank,Cutting Edge Credit Card,CONSUMER,OUTDOOR_POWER_EQUIPMENT_FINANCING,Special financing available; promotional financing offers may vary by store/location.,,NA,NA,NA,Promotional financing offers vary by store/location,0,0,,Promotional financing may be available; 2% promo fee applies to equal-payment no-interest promotions of 18 months or more,"Purchase APR 34.99%; penalty APR 39.99%; minimum interest charge $2 for new accounts as of July 31, 2025","Financing for outdoor power equipment, products, accessories, and services through participating dealers.",https://www.synchrony.com/financing/cutting-edge,Official product page with embedded terms,2026-05-30T00:08:43-06:00,Promotional financing offers vary by location. No application or prequalification flow was used.,"{""target"": {""id"": 10, ""institution"": ""Synchrony"", ""institution_type"": ""Bank/Card Issuer"", ""role"": ""Private-label and co-brand issuer"", ""known_issuer_partner"": ""Synchrony Bank"", ""offer_research_url"": ""https://www.synchrony.com/financing"", ""alternate_issuer_url"": ""https://www.synchrony.com/marketplace""}, ""retrieved"": ""2026-05-30T00:08:43-06:00"", ""card_offer"": ""Cutting Edge Credit Card"", ""sources"": [{""url"": ""https://www.synchrony.com/financing"", ""basis"": ""Official Synchrony financing hub"", ""evidence"": ""Hub lists Synchrony financing options, Synchrony Mastercards, and Synchrony-branded network cards; it also links to CareCredit.""}, {""url"": ""https://www.synchrony.com/financing/cutting-edge"", ""basis"": ""Official product page with embedded terms"", ""evidence"": ""Page describes Cutting Edge Credit Card, special financing that varies by store, no annual fee, 34.99% purchase APR, and 2% promo fee on equal-payment no-interest promotions of 18 months or more.""}, {""url"": ""https://www.synchrony.com/legal/account-features/cardholder-agreements"", ""basis"": ""Official cardholder agreements page"", ""evidence"": ""Page says Synchrony publishes current pricing information and agreements for new accounts, but card-specific content was not visible without the page workflow; no personal data was entered.""}], ""evidence_summary"": ""Official page shows special financing, no annual fee, 34.99% purchase APR, and 2% promo fee for equal-payment no-interest promotions of 18 months or more."", ""limitations"": [], ""skipped_scope"": ""Partner-branded Synchrony cards such as PayPal, Sam's Club, Amazon, Venmo, Verizon, TJX, Lowe's, Cathay, Virgin Red, eBay, and Walgreens were not inserted in this direct Synchrony batch because they already have existing rows or separate institution target rows."", ""browser_safety"": ""No login, application, prequalification, application form, or personal-information workflow was submitted."", ""discovered_links_not_used_as_source"": []}",2026-05-30 06:08:43,2026-05-30 15:47:45,,,,NA,NA
216,Synchrony Bank,Synchrony Car Care™ Credit Card,CONSUMER,AUTOMOTIVE_FINANCING,No interest if paid in full within 6 months on purchases of $199+; gas station purchases are not eligible for promotional financing.,,NA,199,180,No interest if paid in full within 6 months on purchases of $199 or more,0,0,,Deferred-interest promotional financing: no interest if paid in full within 6 months on purchases of $199+,"Purchase APR 34.99%; penalty APR 39.99%; minimum interest charge $2 for new accounts as of July 31, 2025","Accepted at 1M+ auto merchant locations nationwide, including parts, repair, gas, services, and more; gas acceptance across major gas brands.",https://www.synchrony.com/financing/car-care/cardholder,Official product page with embedded terms,2026-05-30T00:08:43-06:00,"Partner rebate offers were visible but vary by partner and expiration, so the row captures the ongoing card financing offer. No application or prequalification flow was used.","{""target"": {""id"": 10, ""institution"": ""Synchrony"", ""institution_type"": ""Bank/Card Issuer"", ""role"": ""Private-label and co-brand issuer"", ""known_issuer_partner"": ""Synchrony Bank"", ""offer_research_url"": ""https://www.synchrony.com/financing"", ""alternate_issuer_url"": ""https://www.synchrony.com/marketplace""}, ""retrieved"": ""2026-05-30T00:08:43-06:00"", ""card_offer"": ""Synchrony Car Care™ Credit Card"", ""sources"": [{""url"": ""https://www.synchrony.com/financing"", ""basis"": ""Official Synchrony financing hub"", ""evidence"": ""Hub lists Synchrony financing options, Synchrony Mastercards, and Synchrony-branded network cards; it also links to CareCredit.""}, {""url"": ""https://www.synchrony.com/financing/car-care/cardholder"", ""basis"": ""Official product page with embedded terms"", ""evidence"": ""Page describes 6-month no-interest-if-paid-in-full financing on purchases of $199+, 1M+ auto merchant locations, gas acceptance, no annual fee, and 34.99% purchase APR footnotes.""}, {""url"": ""https://www.synchrony.com/legal/account-features/cardholder-agreements"", ""basis"": ""Official cardholder agreements page"", ""evidence"": ""Page says Synchrony publishes current pricing information and agreements for new accounts, but card-specific content was not visible without the page workflow; no personal data was entered.""}], ""evidence_summary"": ""Official page shows 6-month deferred-interest financing on $199+ purchases, no annual fee, 1M+ merchant acceptance, gas acceptance, and 34.99% purchase APR footnotes."", ""limitations"": [], ""skipped_scope"": ""Partner-branded Synchrony cards such as PayPal, Sam's Club, Amazon, Venmo, Verizon, TJX, Lowe's, Cathay, Virgin Red, eBay, and Walgreens were not inserted in this direct Synchrony batch because they already have existing rows or separate institution target rows."", ""browser_safety"": ""No login, application, prequalification, application form, or personal-information workflow was submitted."", ""discovered_links_not_used_as_source"": []}",2026-05-30 06:08:43,2026-05-30 15:47:45,,qualifying purchase for 6-month promotional financing,,NA,NA
215,Synchrony Bank,Synchrony HOME™ Credit Card,CONSUMER,HOME_FINANCING,"No interest if paid in full within 6 or 12 months on qualifying purchases; 6 months on $299-$1,998.99 or 12 months on $1,999+; additional promotional financing up to 60 months may be available.",,NA,NA,NA,NA,0,0,,Deferred-interest promotional financing: no interest if paid in full within 6 or 12 months on qualifying purchases; other retailer offers vary,"Purchase APR 34.99%; penalty APR 39.99%; minimum interest charge $2 for new accounts as of July 31, 2025","Accepted at thousands of Synchrony HOME retail partners for furniture, appliances, mattresses, flooring, and related home purchases.",https://www.synchrony.com/financing/home/synchrony-home-credit-card,Official product page with embedded terms,2026-05-30T00:08:43-06:00,Promotional financing offers vary by location and retailer. No application or prequalification flow was used.,"{""target"": {""id"": 10, ""institution"": ""Synchrony"", ""institution_type"": ""Bank/Card Issuer"", ""role"": ""Private-label and co-brand issuer"", ""known_issuer_partner"": ""Synchrony Bank"", ""offer_research_url"": ""https://www.synchrony.com/financing"", ""alternate_issuer_url"": ""https://www.synchrony.com/marketplace""}, ""retrieved"": ""2026-05-30T00:08:43-06:00"", ""card_offer"": ""Synchrony HOME™ Credit Card"", ""sources"": [{""url"": ""https://www.synchrony.com/financing"", ""basis"": ""Official Synchrony financing hub"", ""evidence"": ""Hub lists Synchrony financing options, Synchrony Mastercards, and Synchrony-branded network cards; it also links to CareCredit.""}, {""url"": ""https://www.synchrony.com/financing/home/synchrony-home-credit-card"", ""basis"": ""Official product page with embedded terms"", ""evidence"": ""Page describes Synchrony HOME promotional financing, no annual fee, no-interest-if-paid-in-full tiers, and 34.99% purchase APR footnotes.""}, {""url"": ""https://www.synchrony.com/legal/account-features/cardholder-agreements"", ""basis"": ""Official cardholder agreements page"", ""evidence"": ""Page says Synchrony publishes current pricing information and agreements for new accounts, but card-specific content was not visible without the page workflow; no personal data was entered.""}], ""evidence_summary"": ""Official page shows no annual fee, 6/12-month deferred-interest tiers, possible longer promotional financing, and 34.99% purchase APR footnotes."", ""limitations"": [], ""skipped_scope"": ""Partner-branded Synchrony cards such as PayPal, Sam's Club, Amazon, Venmo, Verizon, TJX, Lowe's, Cathay, Virgin Red, eBay, and Walgreens were not inserted in this direct Synchrony batch because they already have existing rows or separate institution target rows."", ""browser_safety"": ""No login, application, prequalification, application form, or personal-information workflow was submitted."", ""discovered_links_not_used_as_source"": []}",2026-05-30 06:08:43,2026-05-30 15:47:45,,,,NA,NA
217,Synchrony Bank,Synchrony Luxury Credit Card,CONSUMER,JEWELRY_FINANCING,Promotional financing offers available at purchase may vary by location; no fixed public welcome bonus found.,,NA,NA,NA,Promotional financing offers vary by store/location,0,0,,Promotional financing may be available; terms vary by store/location,"Purchase APR 34.99%; penalty APR 39.99%; minimum interest charge $2 for new accounts as of July 31, 2025","Flexible financing for jewelry purchases at over 4,000 retailers nationwide.",https://www.synchrony.com/financing/luxury/cardholder,Official product page with embedded terms,2026-05-30T00:08:43-06:00,Promotional financing offers vary by location. No application or prequalification flow was used.,"{""target"": {""id"": 10, ""institution"": ""Synchrony"", ""institution_type"": ""Bank/Card Issuer"", ""role"": ""Private-label and co-brand issuer"", ""known_issuer_partner"": ""Synchrony Bank"", ""offer_research_url"": ""https://www.synchrony.com/financing"", ""alternate_issuer_url"": ""https://www.synchrony.com/marketplace""}, ""retrieved"": ""2026-05-30T00:08:43-06:00"", ""card_offer"": ""Synchrony Luxury Credit Card"", ""sources"": [{""url"": ""https://www.synchrony.com/financing"", ""basis"": ""Official Synchrony financing hub"", ""evidence"": ""Hub lists Synchrony financing options, Synchrony Mastercards, and Synchrony-branded network cards; it also links to CareCredit.""}, {""url"": ""https://www.synchrony.com/financing/luxury/cardholder"", ""basis"": ""Official product page with embedded terms"", ""evidence"": ""Page describes Synchrony Luxury Credit Card for jewelry financing, no annual fee, promo financing varies by store, and 34.99% purchase APR footnotes.""}, {""url"": ""https://www.synchrony.com/legal/account-features/cardholder-agreements"", ""basis"": ""Official cardholder agreements page"", ""evidence"": ""Page says Synchrony publishes current pricing information and agreements for new accounts, but card-specific content was not visible without the page workflow; no personal data was entered.""}], ""evidence_summary"": ""Official page shows jewelry financing, no annual fee, variable promotional financing, and 34.99% purchase APR footnotes."", ""limitations"": [], ""skipped_scope"": ""Partner-branded Synchrony cards such as PayPal, Sam's Club, Amazon, Venmo, Verizon, TJX, Lowe's, Cathay, Virgin Red, eBay, and Walgreens were not inserted in this direct Synchrony batch because they already have existing rows or separate institution target rows."", ""browser_safety"": ""No login, application, prequalification, application form, or personal-information workflow was submitted."", ""discovered_links_not_used_as_source"": []}",2026-05-30 06:08:43,2026-05-30 15:47:45,,,,NA,NA
220,Synchrony Bank,Synchrony Music & Sound Credit Card,CONSUMER,MUSIC_RETAIL_FINANCING,Special financing options may be available at participating music retailers; no fixed public welcome bonus found.,,NA,NA,NA,Special financing options may be available at participating music retailers,0,0,,Special financing may be available; terms vary by retailer,"Purchase APR 34.99%; penalty APR 39.99%; minimum interest charge $2 for new accounts as of July 31, 2025","Convenient monthly payments and exclusive offers for instruments, sound equipment, and other music purchases at participating retailers.",https://www.synchrony.com/financing/music-and-sound,Official product page with embedded terms,2026-05-30T00:08:43-06:00,Special financing options vary by retailer. No application or prequalification flow was used.,"{""target"": {""id"": 10, ""institution"": ""Synchrony"", ""institution_type"": ""Bank/Card Issuer"", ""role"": ""Private-label and co-brand issuer"", ""known_issuer_partner"": ""Synchrony Bank"", ""offer_research_url"": ""https://www.synchrony.com/financing"", ""alternate_issuer_url"": ""https://www.synchrony.com/marketplace""}, ""retrieved"": ""2026-05-30T00:08:43-06:00"", ""card_offer"": ""Synchrony Music & Sound Credit Card"", ""sources"": [{""url"": ""https://www.synchrony.com/financing"", ""basis"": ""Official Synchrony financing hub"", ""evidence"": ""Hub lists Synchrony financing options, Synchrony Mastercards, and Synchrony-branded network cards; it also links to CareCredit.""}, {""url"": ""https://www.synchrony.com/financing/music-and-sound"", ""basis"": ""Official product page with embedded terms"", ""evidence"": ""Page describes Synchrony Music & Sound Credit Card, special financing options, no annual fee, and 34.99% purchase APR footnotes.""}, {""url"": ""https://www.synchrony.com/legal/account-features/cardholder-agreements"", ""basis"": ""Official cardholder agreements page"", ""evidence"": ""Page says Synchrony publishes current pricing information and agreements for new accounts, but card-specific content was not visible without the page workflow; no personal data was entered.""}], ""evidence_summary"": ""Official page shows special financing options may be available, no annual fee, music-retailer acceptance, and 34.99% purchase APR footnotes."", ""limitations"": [], ""skipped_scope"": ""Partner-branded Synchrony cards such as PayPal, Sam's Club, Amazon, Venmo, Verizon, TJX, Lowe's, Cathay, Virgin Red, eBay, and Walgreens were not inserted in this direct Synchrony batch because they already have existing rows or separate institution target rows."", ""browser_safety"": ""No login, application, prequalification, application form, or personal-information workflow was submitted."", ""discovered_links_not_used_as_source"": []}",2026-05-30 06:08:43,2026-05-30 15:47:45,,,,NA,NA
